0:00:00.005947	0	200	201
0:00:00.510963	0	200	201
0:00:01.015960	0	200	201
0:00:01.520918	0	200	201
0:00:02.025910	0	200	201
0:00:02.530931	0	200	201
0:00:03.035941	0	200	201
0:00:03.540907	0	200	201
0:00:04.045861	0	200	201
0:00:04.550877	0	200	201
0:00:05.055905	0	200	201
0:00:05.560907	0	200	201
0:00:06.065935	0	200	201
0:00:06.570865	0	200	201
0:00:07.075875	0	200	201
0:00:07.580818	0	200	201
0:00:08.085963	0	200	201
0:00:08.590739	0	200	201
0:00:09.094837	0	200	201
0:00:09.599729	0	200	201
0:00:10.104717	0	200	201
0:00:10.609672	0	200	201
0:00:11.114700	0	200	201
0:00:11.619669	0	200	201
0:00:12.126274	0	200	201
0:00:12.631698	0	200	201
0:00:13.136674	0	200	201
0:00:13.641596	0	200	201
0:00:14.146632	0	200	201
0:00:14.651624	0	200	201
0:00:15.156635	0	200	201
0:00:15.661545	0	200	201
0:00:16.166608	0	200	201
0:00:16.671521	0	200	201
0:00:17.176558	0	200	201
0:00:17.681504	0	200	201
0:00:18.186530	0	200	201
0:00:18.691516	0	200	201
0:00:19.196538	0	200	201
0:00:19.701442	0	200	201
0:00:20.206478	0	200	201
0:00:20.711539	0	200	201
0:00:21.216495	0	200	201
0:00:21.721451	0	200	201
0:00:22.226468	0	200	201
0:00:22.731394	0	200	201
0:00:23.236369	0	200	201
0:00:23.741435	0	200	201
0:00:24.246446	0	200	201
0:00:24.751372	0	200	201
0:00:25.256359	0	200	201
0:00:25.761293	0	200	201
0:00:26.266332	0	200	201
0:00:26.771316	0	200	201
0:00:27.276291	0	200	201
0:00:27.781284	0	200	201
0:00:28.285938	0	200	201
0:00:28.791282	0	200	201
0:00:29.296242	0	200	201
0:00:29.801236	0	200	201
0:00:30.306276	0	200	201
0:00:30.811222	0	200	201
0:00:31.316196	0	200	201
0:00:31.821220	0	200	201
0:00:32.326178	0	200	201
0:00:32.831204	0	200	201
0:00:33.336147	0	200	201
0:00:33.841155	0	200	201
0:00:34.346095	0	200	201
0:00:34.851163	0	200	201
0:00:35.356096	0	200	201
0:00:35.861114	0	200	201
0:00:36.366027	0	200	201
0:00:36.871083	0	200	201
0:00:37.376049	0	200	201
0:00:37.881033	0	200	201
0:00:38.386039	0	200	201
0:00:38.891012	0	200	201
0:00:39.396015	0	200	201
0:00:39.900974	0	200	201
0:00:40.405988	0	200	201
0:00:40.910982	0	200	201
0:00:41.415987	0	200	201
0:00:41.921031	0	200	201
0:00:42.425941	0	200	201
0:00:42.930921	0	200	201
0:00:43.435895	0	200	201
0:00:43.940880	0	200	201
0:00:44.445913	0	200	201
0:00:44.950857	0	200	201
0:00:45.455876	0	200	201
0:00:45.960836	0	200	201
0:00:46.465886	0	200	201
0:00:46.970786	0	200	201
0:00:47.475807	0	200	201
0:00:47.980780	0	200	201
0:00:48.485900	0	200	201
0:00:48.990754	0	200	201
0:00:49.495748	0	200	201
0:00:50.000723	0	200	201
0:00:50.505806	0	200	201
0:00:51.010750	0	200	201
0:00:51.515691	0	200	201
0:00:52.020677	0	200	201
0:00:52.587679	0	200	201
0:00:53.092650	0	200	201
0:00:53.597611	0	200	201
0:00:54.102593	0	200	201
0:00:54.607674	0	200	201
0:00:55.112591	0	200	201
0:00:55.617554	0	200	201
0:00:56.122578	0	200	201
0:00:56.627569	0	200	201
0:00:57.132502	0	200	201
0:00:57.637579	0	200	201
0:00:58.142562	0	200	201
0:00:58.647477	0	200	201
0:00:59.152497	0	200	201
0:00:59.658332	0	200	201
0:01:00.163468	0	200	201
0:01:00.668422	0	200	201
0:01:01.173466	0	200	201
0:01:01.678430	0	200	201
0:01:02.183425	0	200	201
0:01:02.688370	0	200	201
0:01:03.193355	0	200	201
0:01:03.698424	0	200	201
0:01:04.203320	0	200	201
0:01:04.708552	0	200	201
0:01:05.213296	0	200	201
0:01:05.718311	0	200	201
0:01:06.223335	0	200	201
0:01:06.726280	0	200	201
0:01:07.231277	0	200	201
0:01:07.736275	0	200	201
0:01:08.241263	0	200	201
0:01:08.746263	0	200	201
0:01:09.251245	0	200	201
0:01:09.756225	0	200	201
0:01:10.261213	0	200	201
0:01:10.766233	0	200	201
0:01:11.271143	0	200	201
0:01:11.776184	0	200	201
0:01:12.281172	0	200	201
0:01:12.786160	0	200	201
0:01:13.291096	0	200	201
0:01:13.796138	0	200	201
0:01:14.301102	0	200	201
0:01:14.806141	0	200	201
0:01:15.311089	0	200	201
0:01:15.816083	0	200	201
0:01:16.321065	0	200	201
0:01:16.826063	0	200	201
0:01:17.331037	0	200	201
0:01:17.836028	0	200	201
0:01:18.341006	0	200	201
0:01:18.846962	0	200	201
0:01:19.351970	0	200	201
0:01:19.856973	0	200	201
0:01:20.361975	0	200	201
0:01:20.866945	0	200	201
0:01:21.371907	0	200	201
0:01:21.876930	0	200	201
0:01:22.382021	0	200	201
0:01:22.886879	0	200	201
0:01:23.391885	0	200	201
0:01:23.896861	0	200	201
0:01:24.401909	0	201	201
0:01:24.906872	0	200	201
0:01:25.411791	0	200	201
0:01:25.916841	0	200	201
0:01:26.421839	0	200	201
0:01:26.926833	0	200	201
0:01:27.431767	0	201	201
0:01:27.936771	0	200	201
0:01:28.441762	0	200	201
0:01:28.946777	0	201	201
0:01:29.451703	0	200	201
0:01:29.956741	0	200	201
0:01:30.461662	0	200	201
0:01:30.966695	0	200	201
0:01:31.471637	0	200	201
0:01:31.976688	0	201	201
0:01:32.481613	0	200	201
0:01:32.986643	0	200	201
0:01:33.491632	0	200	201
0:01:33.996622	0	200	201
0:01:34.501556	0	200	201
0:01:35.006596	0	200	201
0:01:35.511632	0	200	201
0:01:36.016572	0	200	201
0:01:36.521523	0	200	201
0:01:37.026545	0	200	201
0:01:37.531531	0	200	201
0:01:38.036537	0	200	201
0:01:38.541462	0	200	201
0:01:39.046496	0	200	201
0:01:39.551481	0	200	201
0:01:40.056488	0	200	201
0:01:40.561409	0	200	201
0:01:41.066734	0	200	201
0:01:41.571420	0	200	201
0:01:42.076414	0	200	201
0:01:42.581357	0	200	201
0:01:43.086394	0	200	201
0:01:43.591389	0	200	201
0:01:44.096360	0	200	201
0:01:44.601336	0	200	201
0:01:45.106354	0	200	201
0:01:45.611336	0	200	201
0:01:46.116318	0	200	201
0:01:46.621271	0	200	201
0:01:47.126315	0	200	201
0:01:47.631276	0	200	201
0:01:48.136272	0	200	201
0:01:48.641254	0	200	201
0:01:49.146244	0	200	201
0:01:49.651230	0	200	201
0:01:50.156219	0	200	201
0:01:50.661200	0	200	201
0:01:51.166194	0	200	201
0:01:51.671144	0	200	201
0:01:52.176165	0	200	201
0:01:52.681107	0	200	201
0:01:53.186153	0	200	201
0:01:53.691124	0	200	201
0:01:54.196118	0	200	201
0:01:54.701070	0	200	201
0:01:55.206098	0	200	201
0:01:55.711078	0	200	201
0:01:56.216065	0	200	201
0:01:56.721057	0	200	201
0:01:57.226052	0	200	201
0:01:57.730987	0	200	201
0:01:58.236015	0	200	201
0:01:58.740993	0	200	201
0:01:59.246030	0	200	201
0:01:59.750956	0	200	201
0:02:00.256122	0	200	201
0:02:00.760952	0	200	201
0:02:01.266004	0	200	201
0:02:01.770932	0	200	201
0:02:02.275909	0	200	201
0:02:02.780848	0	200	201
0:02:03.285888	0	200	201
0:02:03.790867	0	200	201
0:02:04.295956	0	200	201
0:02:04.800811	0	200	201
0:02:05.305994	0	200	201
0:02:05.810792	0	200	201
0:02:06.315811	0	200	201
0:02:06.820760	0	200	201
0:02:07.325887	0	200	201
0:02:07.830786	0	200	201
0:02:08.335767	0	200	201
0:02:08.840787	0	200	201
0:02:09.345785	0	200	201
0:02:09.850705	0	200	201
0:02:10.360663	0	200	201
0:02:10.865667	0	200	201
0:02:11.370631	0	200	201
0:02:11.875701	0	200	201
0:02:12.380651	0	200	201
0:02:12.885659	0	200	201
0:02:13.390623	0	200	201
0:02:13.895703	0	200	201
0:02:14.400617	0	200	201
0:02:14.905620	0	200	201
0:02:15.410593	0	200	201
0:02:15.915572	0	200	201
0:02:16.420544	0	200	201
0:02:16.925619	0	200	201
0:02:17.430539	0	200	201
0:02:17.935492	0	200	201
